Vuosi	Paaluokka/Osasto	Luku	Momentti	Alkup.talousarvio	Lisätalousarvio	Voimassaoleva talousarvio	Käytettävissä	Nettokertymä ko.vuodelta	Nettokertymä	Jäljellä	
2014	28. Valtiovarainministeriön hallinnonala	28.90. Kuntien tukeminen	28.90.31. Kuntien yhdistymisen taloudellinen tuki	35028000	0	35028000	35028000	33901728	67	33901728	67	1126271	33	
2014	28. Valtiovarainministeriön hallinnonala	28.90. Kuntien tukeminen	28.90.34. Paikallisten kuntakokeilujen rahoitus	520000	0	520000	520000	520000	520000	0	
2014	28. Valtiovarainministeriön hallinnonala	28.91. Työllisyyden ja elinkeinoelämän tukeminen	28.91.41. Energiaverotuki	302020000	0	302020000	302020000	290611755	38	290611755	38	11408244	62	
2014	28. Valtiovarainministeriön hallinnonala	28.92. EU ja kansainväliset järjestöt	28.92.20. Euroopan unionin osallistuminen matkamenojen korvauksiin	2500000	0	2500000	2500000	2500000	2500000	0	
2014	28. Valtiovarainministeriön hallinnonala	28.92. EU ja kansainväliset järjestöt	28.92.40. Isäntämaakorvaus Pohjoismaiden Investointipankille	9140000	0	9140000	9140000	9138652	75	9138652	75	1347	25	
2014	28. Valtiovarainministeriön hallinnonala	28.92. EU ja kansainväliset järjestöt	28.92.67. Kansainvälisille rahoituslaitoksille annettujen sitoumusten lunastaminen	170000	0	170000	170000	0	0	170000	
2014	28. Valtiovarainministeriön hallinnonala	28.92. EU ja kansainväliset järjestöt	28.92.68. Suomen osuus Kansainvälisen jälleenrakennus- ja kehityspankin peruspääoman korottamisesta	3340000	0	3340000	3340000	3473896	05	3473896	05	-133896	5	
2014	28. Valtiovarainministeriön hallinnonala	28.92. EU ja kansainväliset järjestöt	28.92.69. Maksut Euroopan unionille	2015000000	0	2015000000	2015000000	1981962642	18	1981962642	18	33037357	82	
2014	28. Valtiovarainministeriön hallinnonala	28.92. EU ja kansainväliset järjestöt	28.92.95. Valtion takaussuoritukset	800000	4505000	5305000	5305000	3991589	66	3991589	66	1313410	34	
2014	28. Valtiovarainministeriön hallinnonala	28.99. Erikseen budjetoidut valtionhallinnon menot	28.99.87. Pankkiveron tuoton käyttö	133000000	0	133000000	133000000	133000000	133000000	0	
2014	28. Valtiovarainministeriön hallinnonala	28.99. Erikseen budjetoidut valtionhallinnon menot	28.99.95. Satunnaiset säädösperusteiset menot	300000	0	300000	300000	0	0	300000	
2014	28. Valtiovarainministeriön hallinnonala	28.99. Erikseen budjetoidut valtionhallinnon menot	28.99.96. Ennakoimattomat menot	5000000	0	5000000	5000000	5000000	5000000	0	
2014	28. Valtiovarainministeriön hallinnonala	28.99. Erikseen budjetoidut valtionhallinnon menot	28.99.97. Valtion saatavien turvaaminen	150000	0	150000	150000	92209	46	92209	46	57790	54	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.01. Hallinto kirkollisasiat ja toimialan yhteiset menot	29.01.01. Opetus- ja kulttuuriministeriön toimintamenot	27776000	0	27776000	27776000	27776000	27776000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.01. Hallinto kirkollisasiat ja toimialan yhteiset menot	29.01.02. Opetushallituksen toimintamenot	22668000	0	22668000	22668000	22668000	22668000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.01. Hallinto kirkollisasiat ja toimialan yhteiset menot	29.01.03. Kansainvälisen liikkuvuuden ja yhteistyön keskuksen CIMOn toimintamenot	8655000	0	8655000	8655000	8655000	8655000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.01. Hallinto kirkollisasiat ja toimialan yhteiset menot	29.01.04. Koulutuksen ja korkeakoulujen arviointi	3575000	0	3575000	3575000	3575000	3575000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.01. Hallinto kirkollisasiat ja toimialan yhteiset menot	29.01.21. Kansainvälinen yhteistyö	3726000	0	3726000	3726000	3726000	3726000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.01. Hallinto kirkollisasiat ja toimialan yhteiset menot	29.01.22. Eräät käyttöoikeuskorvaukset	18338000	0	18338000	18338000	18338000	18338000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.01. Hallinto kirkollisasiat ja toimialan yhteiset menot	29.01.23. Opetus- ja kulttuuriministeriön hallinnonalan tuottavuusmääräraha	1994000	0	1994000	1994000	1994000	1994000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.01. Hallinto kirkollisasiat ja toimialan yhteiset menot	29.01.29. Opetus- ja kulttuuriministeriön hallinnonalan arvonlisäveromenot	30803000	0	30803000	30803000	33716873	02	33716873	02	-2913873	2	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.01. Hallinto kirkollisasiat ja toimialan yhteiset menot	29.01.50. Eräät avustukset	748000	0	748000	748000	748000	748000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.01. Hallinto kirkollisasiat ja toimialan yhteiset menot	29.01.51. Avustukset kirkolliseen ja uskonnolliseen toimintaan	3298000	0	3298000	3298000	3298000	3298000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.01. Hallinto kirkollisasiat ja toimialan yhteiset menot	29.01.66. Rahoitusosuudet kansainvälisille järjestöille	2182000	0	2182000	2182000	2051497	59	2051497	59	130502	41	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.10. Yleissivistävä koulutus	29.10.01. Valtion yleissivistävän koulutuksen toimintamenot	50924000	-400000	50524000	50524000	50524000	50524000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.10. Yleissivistävä koulutus	29.10.02. Ylioppilastutkintolautakunnan toimintamenot	1949000	400000	2349000	2349000	2349000	2349000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.10. Yleissivistävä koulutus	29.10.20. Yleissivistävän koulutuksen ja lasten päivähoidon kehittäminen	12717000	0	12717000	12717000	12717000	12717000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.10. Yleissivistävä koulutus	29.10.30. Valtionosuus ja -avustus yleissivistävän koulutuksen käyttökustannuksiin	844023000	15000000	859023000	859023000	829537327	65	829537327	65	29485672	35	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.10. Yleissivistävä koulutus	29.10.34. Valtionosuus ja -avustus oppilaitosten perustamiskustannuksiin	46400000	9600000	56000000	56000000	56000000	56000000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.10. Yleissivistävä koulutus	29.10.51. Valtionavustus järjestöille	1303000	0	1303000	1303000	1303000	1303000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.20. Ammatillinen koulutus	29.20.01. Valtion ammatillisen koulutuksen toimintamenot	8494000	0	8494000	8494000	8494000	8494000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.20. Ammatillinen koulutus	29.20.20. Työpaikalla tapahtuva oppiminen	3026000	0	3026000	3026000	3026000	3026000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.20. Ammatillinen koulutus	29.20.21. Ammatillisen koulutuksen yhteiset menot	1339000	0	1339000	1339000	1339000	1339000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.20. Ammatillinen koulutus	29.20.30. Valtionosuus ja -avustus ammatillisen koulutuksen käyttökustannuksiin	722067000	0	722067000	722067000	718739040	13	718739040	13	3327959	87	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.30. Aikuiskoulutus	29.30.20. Opetustoimen henkilöstökoulutus ja eräät muut menot	23147000	0	23147000	23147000	23147000	23147000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.30. Aikuiskoulutus	29.30.21. Aikuiskoulutuksen kehittäminen	3010000	4000000	7010000	7010000	7010000	7010000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.30. Aikuiskoulutus	29.30.30. Valtionosuus vapaan sivistystyön oppilaitosten käyttökustannuksiin	164818000	0	164818000	164818000	164501592	38	164501592	38	316407	62	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.30. Aikuiskoulutus	29.30.31. Valtionosuus ja -avustus ammatilliseen lisäkoulutukseen	138075000	0	138075000	138075000	136198614	136198614	1876386	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.30. Aikuiskoulutus	29.30.32. Valtionosuus ja -avustus oppisopimuskoulutukseen	124843000	-4000000	120843000	120843000	116011714	116011714	4831286	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.30. Aikuiskoulutus	29.30.33. Nuorten aikuisten osaamisohjelma ja aikuisten osaamisperustan vahvistaminen	52000000	10000000	62000000	62000000	58233923	61	58233923	61	3766076	39	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.30. Aikuiskoulutus	29.30.51. Valtionosuus ammatillisten erikoisoppilaitosten käyttökustannuksiin	15879000	0	15879000	15879000	15800305	15800305	78695	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.30. Aikuiskoulutus	29.30.53. Valtionavustus järjestöille	7366000	0	7366000	7366000	7366000	7366000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.01. Suomen Akatemian toimintamenot	12332000	0	12332000	12332000	12332000	12332000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.02. Arkistolaitoksen toimintamenot	19102000	0	19102000	19102000	19102000	19102000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.03. Kotimaisten kielten keskuksen toimintamenot	1999000	0	1999000	1999000	1999000	1999000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.04. Varastokirjaston toimintamenot	1869000	0	1869000	1869000	1869000	1869000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.20. Korkeakoululaitoksen ja tieteen yhteiset menot	31964000	9450000	41414000	41414000	41414000	41414000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.22. Tutkimusinfrastruktuurihankkeiden rahoitus	8500000	0	8500000	8500000	8500000	8500000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.30. Valtionosuus ja -avustus kunnallisten ja yksityisten ammattikorkeakoulujen käyttökustannuksiin	404277000	0	404277000	404277000	402356776	402356776	1920224	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.50. Valtionrahoitus yliopistojen toimintaan	1887593000	7342000	1894935000	1894935000	1894935000	1894935000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.51. Suomen Akatemian tutkimusmäärärahat	143809000	0	143809000	143809000	143809000	143809000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.52. Erityinen valtionrahoitus Helsingin yliopiston ja Itä-Suomen yliopiston opetus- ja tutkimustoimintaan	29144000	0	29144000	29144000	29144000	29144000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.53. Veikkauksen ja raha-arpajaisten voittovarat tieteen edistämiseen	103213000	0	103213000	103213000	102360716	76	102360716	76	852283	24	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Korkeakouluopetus ja tutkimus	29.40.66. Rahoitusosuudet kansainvälisille järjestöille	17788000	0	17788000	17788000	17339643	73	17339643	73	448356	27	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.70. Opintotuki	29.70.01. Opintotuen muutoksenhakulautakunnan toimintamenot	705000	0	705000	705000	705000	705000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.70. Opintotuki	29.70.52. Opintolainojen valtiontakaus	30200000	0	30200000	30200000	26591177	81	26591177	81	3608822	19	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.70. Opintotuki	29.70.55. Opintoraha ja asumislisä	781256000	2096000	783352000	783352000	748398133	25	748398133	25	34953866	75	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.70. Opintotuki	29.70.57. Korkeakouluopiskelijoiden ateriatuki	30750000	137000	30887000	30887000	30227608	82	30227608	82	659391	18	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.70. Opintotuki	29.70.58. Avustus vuokrakustannusten korvaamiseen	5877000	0	5877000	5877000	5877000	5877000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.70. Opintotuki	29.70.59. Lukiokoulutuksen ja ammatillisen koulutuksen opiskelijoiden koulumatkatuki	50700000	0	50700000	50700000	51150127	73	51150127	73	-450127	73	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.01. Taiteen edistämiskeskuksen toimintamenot	4511000	90000	4601000	4601000	4601000	4601000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.03. Suomenlinnan hoitokunnan toimintamenot	2723000	250000	2973000	2973000	2973000	2973000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.04. Museoviraston toimintamenot	19543000	250000	19793000	19793000	19793000	19793000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.05. Näkövammaisten kirjaston toimintamenot	5812000	0	5812000	5812000	5812000	5812000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.06. Kansallisen audiovisuaalisen instituutin toimintamenot	7451000	60000	7511000	7511000	7511000	7511000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.16. Ylimääräiset taiteilija- ja sanomalehtimieseläkkeet	18575000	0	18575000	18575000	18093139	69	18093139	69	481860	31	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.20. Museoviraston kulttuuri- ja nähtävyyskohteiden tilakustannukset	16650000	300000	16950000	16950000	16950000	16950000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.30. Valtionavustukset yleisten kirjastojen toimintaan	4713000	0	4713000	4713000	4713000	4713000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.31. Valtionosuus ja -avustus teattereiden ja orkestereiden käyttökustannuksiin	41040000	0	41040000	41040000	41040000	41040000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.32. Valtionosuudet museoille	17431000	0	17431000	17431000	17431000	17431000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.33. Valtionavustukset kuntien ja alueiden kulttuuritoiminnan kehittämiseen	106000	0	106000	106000	106000	106000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.34. Valtionosuus ja -avustus yleisten kirjastojen perustamiskustannuksiin	4500000	0	4500000	4500000	4500000	4500000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.35. Valtionavustus Suomen itsenäisyyden 100-vuotisjuhlavuoden merkkihankkeen perustamiskustannuksiin	1000000	0	1000000	1000000	1000000	1000000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.40. Korvaus Suomenlinnan huoltoliikenteen käyttötappioon	252000	0	252000	252000	156960	156960	95040	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.50. Eräät avustukset	1160000	0	1160000	1160000	1160000	1160000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.51. Apurahat taiteilijoille kirjailijoille ja kääntäjille	14246000	0	14246000	14246000	13892571	68	13892571	68	353428	32	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.52. Veikkauksen ja raha-arpajaisten voittovarat taiteen edistämiseen	237069000	0	237069000	237069000	237009557	42	237009557	42	59442	58	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.53. Valtionavustus tilakustannuksiin	29156000	0	29156000	29156000	28369019	28369019	786981	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.54. Valtionavustus taide- ja kulttuurilaitosten toimitilainvestointeihin	7210000	0	7210000	7210000	7209870	7209870	130	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.55. Kulttuuriperinnön digitoinnin tukeminen	2200000	0	2200000	2200000	2200000	2200000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.59. Eräät avustukset Kansallisgallerialle	14670000	0	14670000	14670000	14670000	14670000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.70. Kaluston hankinta	500000	0	500000	500000	500000	500000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.72. Kansallisgallerian kokoelman kartuttaminen	739000	0	739000	739000	739000	739000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.75. Toimitilojen ja kiinteistövarallisuuden perusparannukset ja kunnossapito	3800000	0	3800000	3800000	3800000	3800000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.80. Taide ja kulttuuri	29.80.95. Kulttuuriympäristön suojelusta aiheutuvat menot	150000	0	150000	150000	10000	10000	140000	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.90. Liikuntatoimi	29.90.50. Veikkauksen ja raha-arpajaisten voittovarat urheilun ja liikuntakasvatuksen edistämiseen	147448000	0	147448000	147448000	147295011	33	147295011	33	152988	67	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.90. Liikuntatoimi	29.90.52. Valtionosuus liikunnan koulutuskeskuksille ja rahoitus liikuntatieteellisten hankkeiden arviointikustannuksiin	110000	0	110000	110000	107333	02	107333	02	2666	98	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.90. Liikuntatoimi	29.90.54. Avustus Helsingin Olympiastadionin perusparannukseen	0	40000000	40000000	40000000	40000000	40000000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.91. Nuorisotyö	29.91.50. Veikkauksen ja raha-arpajaisten voittovarat nuorisotyön edistämiseen	53081000	0	53081000	53081000	52786580	24	52786580	24	294419	76	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.91. Nuorisotyö	29.91.51. Nuorten työpajatoiminta ja etsivä nuorisotyö	21000000	0	21000000	21000000	21000000	21000000	0	
2014	29. Opetus- ja kulttuuriministeriön hallinnonala	29.91. Nuorisotyö	29.91.52. Saamelaisten kulttuuri- ja kielipesätoiminta	550000	0	550000	550000	550000	550000	0	
2014	30. Maa- ja metsätalousministeriön hallinnonala	30.01. Hallinto	30.01.01. Maa- ja metsätalousministeriön toimintamenot	30596000	-753000	29843000	29843000	29843000	29843000	0	
2014	30. Maa- ja metsätalousministeriön hallinnonala	30.01. Hallinto	30.01.02. Maa- ja metsätalousministeriön tietopalvelukeskuksen toimintamenot	6153000	0	6153000	6153000	6153000	6153000	0	
2014	30. Maa- ja metsätalousministeriön hallinnonala	30.01. Hallinto	30.01.03. Maaseutuviraston toimintamenot	27021000	0	27021000	27021000	27021000	27021000	0	
2014	30. Maa- ja metsätalousministeriön hallinnonala	30.01. Hallinto	30.01.04. Lautakuntien toimintamenot	597000	-597000	0	0	0	0	0	
2014	30. Maa- ja metsätalousministeriön hallinnonala	30.01. Hallinto	30.01.21. Kansainvälinen yhteistyö	669000	0	669000	669000	669000	669000	0	
2014	30. Maa- ja metsätalousministeriön hallinnonala	30.01. Hallinto	30.01.22. Tutkimus ja kehittäminen	2795000	0	2795000	2795000	2795000	2795000	0	
2014	30. Maa- ja metsätalousministeriön hallinnonala	30.01. Hallinto	30.01.29. Maa- ja metsätalousministeriön hallinnonalan arvonlisäveromenot	30500000	0	30500000	30500000	29000987	25	29000987	25	1499012	75	
